,from_station_name,from_to,record_date,record_time,start_time,start_time_before30m,station_train_code,swz_num,to_station_name,train_no,tz_num,wz_num,ze_num,zy_num,station_name,station_interval
0,镇江南,"[镇江南, 南京南]",2016-12-18,2016-12-18 11:05:00,2016-12-18 11:35:00,11:05,G1214,0,南京南,5l000G121460,28,0,576,70,"[上海虹桥, 昆山南, 无锡东, 镇江南, 南京南, 宿州东, 徐州东, 曲阜东, 济南西, 天津西, 天津, 唐山, 北戴河, 秦皇岛, 山海关, 葫芦岛北, 盘锦北, 沈阳北, 公主岭南, 长春]","[[上海虹桥, 昆山南], [昆山南, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 宿州东], [宿州东, 徐州东], [徐州东, 曲阜东], [曲阜东, 济南西], [济南西, 天津西], [天津西, 天津], [天津, 唐山], [唐山, 北戴河], [北戴河, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦北], [盘锦北, 沈阳北], [沈阳北, 公主岭南], [公主岭南, 长春]]"
1,镇江南,"[镇江南, 南京南]",2016-12-18,2016-12-18 11:59:00,2016-12-18 12:29:00,11:59,G1252,11,南京南,5l000G125240,0,0,698,38,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
2,苏州北,"[苏州北, 无锡东]",2016-12-18,2016-12-18 11:15:00,2016-12-18 11:45:00,11:15,G1252,8,无锡东,5l000G125240,0,0,773,40,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
3,苏州北,"[苏州北, 镇江南]",2016-12-18,2016-12-18 11:15:00,2016-12-18 11:45:00,11:15,G1252,8,镇江南,5l000G125240,0,0,768,39,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
4,苏州北,"[苏州北, 南京南]",2016-12-18,2016-12-18 11:15:00,2016-12-18 11:45:00,11:15,G1252,10,南京南,5l000G125240,0,0,733,39,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
5,无锡东,"[无锡东, 镇江南]",2016-12-18,2016-12-18 11:27:00,2016-12-18 11:57:00,11:27,G1252,10,镇江南,5l000G125240,0,0,748,41,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
6,无锡东,"[无锡东, 南京南]",2016-12-18,2016-12-18 11:27:00,2016-12-18 11:57:00,11:27,G1252,10,南京南,5l000G125240,0,0,724,39,"[上海虹桥, 苏州北, 无锡东, 镇江南, 南京南, 滁州, 徐州东, 滕州东, 曲阜东, 济南西, 沧州西, 天津西, 天津, 军粮城北, 唐山, 秦皇岛, 山海关, 葫芦岛北, 盘锦, 营口东, 鲅鱼圈, 大连北]","[[上海虹桥, 苏州北], [苏州北, 无锡东], [无锡东, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 徐州东], [徐州东, 滕州东], [滕州东, 曲阜东], [曲阜东, 济南西], [济南西, 沧州西], [沧州西, 天津西], [天津西, 天津], [天津, 军粮城北], [军粮城北, 唐山], [唐山, 秦皇岛], [秦皇岛, 山海关], [山海关, 葫芦岛北], [葫芦岛北, 盘锦], [盘锦, 营口东], [营口东, 鲅鱼圈], [鲅鱼圈, 大连北]]"
7,苏州北,"[苏州北, 常州北]",2016-12-18,2016-12-18 12:01:00,2016-12-18 12:31:00,12:01,G1956,11,常州北,5l000G195600,0,0,389,16,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
8,苏州北,"[苏州北, 镇江南]",2016-12-18,2016-12-18 12:01:00,2016-12-18 12:31:00,12:01,G1956,9,镇江南,5l000G195600,0,0,294,13,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
9,苏州北,"[苏州北, 南京南]",2016-12-18,2016-12-18 12:01:00,2016-12-18 12:31:00,12:01,G1956,9,南京南,5l000G195600,0,0,242,9,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
10,常州北,"[常州北, 镇江南]",2016-12-18,2016-12-18 12:25:00,2016-12-18 12:55:00,12:25,G1956,10,镇江南,5l000G195600,0,0,277,13,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
11,常州北,"[常州北, 南京南]",2016-12-18,2016-12-18 12:25:00,2016-12-18 12:55:00,12:25,G1956,10,南京南,5l000G195600,0,0,204,8,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
12,镇江南,"[镇江南, 南京南]",2016-12-18,2016-12-18 12:49:00,2016-12-18 13:19:00,12:49,G1956,10,南京南,5l000G195600,0,0,186,11,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
13,上海虹桥,"[上海虹桥, 昆山南]",2016-12-18,2016-12-18 11:29:00,2016-12-18 11:59:00,11:29,G1956,10,昆山南,5l000G195600,0,0,607,19,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
14,上海虹桥,"[上海虹桥, 苏州北]",2016-12-18,2016-12-18 11:29:00,2016-12-18 11:59:00,11:29,G1956,9,苏州北,5l000G195600,0,0,558,20,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
15,上海虹桥,"[上海虹桥, 常州北]",2016-12-18,2016-12-18 11:29:00,2016-12-18 11:59:00,11:29,G1956,11,常州北,5l000G195600,0,0,460,21,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
16,上海虹桥,"[上海虹桥, 镇江南]",2016-12-18,2016-12-18 11:29:00,2016-12-18 11:59:00,11:29,G1956,10,镇江南,5l000G195600,0,0,365,19,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
17,上海虹桥,"[上海虹桥, 南京南]",2016-12-18,2016-12-18 11:29:00,2016-12-18 11:59:00,11:29,G1956,10,南京南,5l000G195600,0,0,305,15,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
18,昆山南,"[昆山南, 苏州北]",2016-12-18,2016-12-18 11:48:00,2016-12-18 12:18:00,11:48,G1956,9,苏州北,5l000G195600,0,0,512,13,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
19,昆山南,"[昆山南, 常州北]",2016-12-18,2016-12-18 11:48:00,2016-12-18 12:18:00,11:48,G1956,9,常州北,5l000G195600,0,0,394,12,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
20,昆山南,"[昆山南, 镇江南]",2016-12-18,2016-12-18 11:48:00,2016-12-18 12:18:00,11:48,G1956,8,镇江南,5l000G195600,0,0,309,13,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
21,昆山南,"[昆山南, 南京南]",2016-12-18,2016-12-18 11:48:00,2016-12-18 12:18:00,11:48,G1956,8,南京南,5l000G195600,0,0,254,9,"[上海虹桥, 昆山南, 苏州北, 常州北, 镇江南, 南京南, 滁州, 宿州东, 徐州东, 砀山南, 商丘, 民权北, 兰考南, 郑州东, 安阳东, 邯郸东, 石家庄, 阳泉北, 太原南]","[[上海虹桥, 昆山南], [昆山南, 苏州北], [苏州北, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 滁州], [滁州, 宿州东], [宿州东, 徐州东], [徐州东, 砀山南], [砀山南, 商丘], [商丘, 民权北], [民权北, 兰考南], [兰考南, 郑州东], [郑州东, 安阳东], [安阳东, 邯郸东], [邯郸东, 石家庄], [石家庄, 阳泉北], [阳泉北, 太原南]]"
22,常州北,"[常州北, 镇江南]",2016-12-18,2016-12-18 12:02:00,2016-12-18 12:32:00,12:02,G1924,5,镇江南,5l000G192400,0,0,46,4,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
23,常州北,"[常州北, 南京南]",2016-12-18,2016-12-18 12:02:00,2016-12-18 12:32:00,12:02,G1924,5,南京南,5l000G192400,0,0,24,3,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
24,镇江南,"[镇江南, 南京南]",2016-12-18,2016-12-18 12:22:00,2016-12-18 12:52:00,12:22,G1924,5,南京南,5l000G192400,0,0,24,4,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
25,上海虹桥,"[上海虹桥, 无锡东]",2016-12-18,2016-12-18 11:13:00,2016-12-18 11:43:00,11:13,G1924,2,无锡东,5l000G192400,0,0,150,3,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
26,上海虹桥,"[上海虹桥, 常州北]",2016-12-18,2016-12-18 11:13:00,2016-12-18 11:43:00,11:13,G1924,3,常州北,5l000G192400,0,0,101,1,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
27,上海虹桥,"[上海虹桥, 镇江南]",2016-12-18,2016-12-18 11:13:00,2016-12-18 11:43:00,11:13,G1924,2,镇江南,5l000G192400,0,0,58,0,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
28,上海虹桥,"[上海虹桥, 南京南]",2016-12-18,2016-12-18 11:13:00,2016-12-18 11:43:00,11:13,G1924,2,南京南,5l000G192400,0,0,35,0,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
29,无锡东,"[无锡东, 常州北]",2016-12-18,2016-12-18 11:43:00,2016-12-18 12:13:00,11:43,G1924,3,常州北,5l000G192400,0,0,72,3,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
30,无锡东,"[无锡东, 镇江南]",2016-12-18,2016-12-18 11:43:00,2016-12-18 12:13:00,11:43,G1924,2,镇江南,5l000G192400,0,0,45,1,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
31,无锡东,"[无锡东, 南京南]",2016-12-18,2016-12-18 11:43:00,2016-12-18 12:13:00,11:43,G1924,2,南京南,5l000G192400,0,0,23,1,"[上海虹桥, 无锡东, 常州北, 镇江南, 南京南, 蚌埠南, 徐州东, 萧县北, 商丘, 民权北, 开封北, 郑州东, 洛阳龙门, 灵宝西, 渭南北, 西安北]","[[上海虹桥, 无锡东], [无锡东, 常州北], [常州北, 镇江南], [镇江南, 南京南], [南京南, 蚌埠南], [蚌埠南, 徐州东], [徐州东, 萧县北], [萧县北, 商丘], [商丘, 民权北], [民权北, 开封北], [开封北, 郑州东], [郑州东, 洛阳龙门], [洛阳龙门, 灵宝西], [灵宝西, 渭南北], [渭南北, 西安北]]"
32,镇江,"[镇江, 南京南]",2016-12-18,2016-12-18 12:03:00,2016-12-18 12:33:00,12:03,G7240,24,南京南,55000G724042,0,259,177,109,"[上海, 昆山南, 苏州, 无锡, 常州, 镇江, 南京南, 全椒, 合肥南, 六安]","[[上海, 昆山南], [昆山南, 苏州], [苏州, 无锡], [无锡, 常州], [常州, 镇江], [镇江, 南京南], [南京南, 全椒], [全椒, 合肥南], [合肥南, 六安]]"
33,无锡,"[无锡, 常州]",2016-12-18,2016-12-18 11:19:00,2016-12-18 11:49:00,11:19,G7240,24,常州,55000G724042,0,258,101,107,"[上海, 昆山南, 苏州, 无锡, 常州, 镇江, 南京南, 全椒, 合肥南, 六安]","[[上海, 昆山南], [昆山南, 苏州], [苏州, 无锡], [无锡, 常州], [常州, 镇江], [镇江, 南京南], [南京南, 全椒], [全椒, 合肥南], [合肥南, 六安]]"
34,无锡,"[无锡, 镇江]",2016-12-18,2016-12-18 11:19:00,2016-12-18 11:49:00,11:19,G7240,24,镇江,55000G724042,0,258,92,107,"[上海, 昆山南, 苏州, 无锡, 常州, 镇江, 南京南, 全椒, 合肥南, 六安]","[[上海, 昆山南], [昆山南, 苏州], [苏州, 无锡], [无锡, 常州], [常州, 镇江], [镇江, 南京南], [南京南, 全椒], [全椒, 合肥南], [合肥南, 六安]]"
