train_no,station_train_code,from_station_name,to_station_name,start_time,swz_num,tz_num,zy_num,ze_num,wz_num,record_date,record_time,start_time_before30m,from_to
5l000G182600,G1826,无锡东,常州北,19:04,13,0,36,785,0,2016-12-18,18:34,18:34,"[无锡东, 常州北]"
5l000G182600,G1826,无锡东,镇江南,19:04,13,0,32,786,0,2016-12-18,18:34,18:34,"[无锡东, 镇江南]"
5l000G182600,G1826,无锡东,南京南,19:04,13,0,32,780,0,2016-12-18,18:34,18:34,"[无锡东, 南京南]"
5l0000G36800,G368,上海虹桥,南京南,19:05,4,0,0,369,0,2016-12-18,18:35,18:35,"[上海虹桥, 南京南]"
57000D313702,D3136,无锡,常州,19:06,0,0,28,9,104,2016-12-18,18:36,18:36,"[无锡, 常州]"
57000D313702,D3136,无锡,丹阳,19:06,0,0,26,2,100,2016-12-18,18:36,18:36,"[无锡, 丹阳]"
57000D313702,D3136,无锡,镇江,19:06,0,0,26,0,104,2016-12-18,18:36,18:36,"[无锡, 镇江]"
57000D313702,D3136,无锡,南京,19:06,0,0,25,0,103,2016-12-18,18:36,18:36,"[无锡, 南京]"
5l000D304660,D3046,常州,南京南,19:07,0,0,1,8,21,2016-12-18,18:37,18:37,"[常州, 南京南]"
5e000G752050,G7520,苏州,无锡,19:08,23,0,86,481,233,2016-12-18,18:38,18:38,"[苏州, 无锡]"
5e000G752050,G7520,苏州,常州,19:08,23,0,85,471,233,2016-12-18,18:38,18:38,"[苏州, 常州]"
5e000G752050,G7520,苏州,丹阳,19:08,23,0,82,466,233,2016-12-18,18:38,18:38,"[苏州, 丹阳]"
5e000G752050,G7520,苏州,镇江,19:08,23,0,82,463,233,2016-12-18,18:38,18:38,"[苏州, 镇江]"
5e000G752050,G7520,苏州,南京南,19:08,23,0,82,441,233,2016-12-18,18:38,18:38,"[苏州, 南京南]"
78000G132202,G1322,无锡东,常州北,19:10,6,0,15,271,0,2016-12-18,18:40,18:40,"[无锡东, 常州北]"
78000G132202,G1322,无锡东,南京南,19:10,10,0,15,263,0,2016-12-18,18:40,18:40,"[无锡东, 南京南]"
5e000G759050,G7590,上海虹桥,苏州北,19:11,4,0,4,12,106,2016-12-18,18:41,18:41,"[上海虹桥, 苏州北]"
5e000G759050,G7590,上海虹桥,无锡东,19:11,4,0,2,8,105,2016-12-18,18:41,18:41,"[上海虹桥, 无锡东]"
5e000G759050,G7590,上海虹桥,常州北,19:11,4,0,1,14,105,2016-12-18,18:41,18:41,"[上海虹桥, 常州北]"
5e000G759050,G7590,上海虹桥,南京南,19:11,4,0,0,13,105,2016-12-18,18:41,18:41,"[上海虹桥, 南京南]"
55000G726042,G7260,上海,昆山南,19:15,0,0,5,0,135,2016-12-18,18:45,18:45,"[上海, 昆山南]"
55000G726042,G7260,上海,苏州,19:15,0,0,0,0,116,2016-12-18,18:45,18:45,"[上海, 苏州]"
55000G726042,G7260,上海,无锡,19:15,0,0,1,0,129,2016-12-18,18:45,18:45,"[上海, 无锡]"
55000G726042,G7260,上海,常州,19:15,0,0,1,0,129,2016-12-18,18:45,18:45,"[上海, 常州]"
55000G726042,G7260,上海,丹阳,19:15,0,0,0,1,95,2016-12-18,18:45,18:45,"[上海, 丹阳]"
55000G726042,G7260,上海,南京南,19:15,0,0,0,0,114,2016-12-18,18:45,18:45,"[上海, 南京南]"
5j000G760000,G7600,无锡东,常州北,19:16,10,0,23,261,117,2016-12-18,18:46,18:46,"[无锡东, 常州北]"
5j000G760000,G7600,无锡东,镇江南,19:16,10,0,18,264,113,2016-12-18,18:46,18:46,"[无锡东, 镇江南]"
5j000G760000,G7600,无锡东,南京南,19:16,10,0,14,250,116,2016-12-18,18:46,18:46,"[无锡东, 南京南]"
5e000G758410,G7584,上海虹桥,昆山南,19:17,0,0,67,341,299,2016-12-18,18:47,18:47,"[上海虹桥, 昆山南]"
5e000G758410,G7584,上海虹桥,苏州,19:17,0,0,67,369,299,2016-12-18,18:47,18:47,"[上海虹桥, 苏州]"
5e000G758410,G7584,上海虹桥,无锡,19:17,0,0,66,374,299,2016-12-18,18:47,18:47,"[上海虹桥, 无锡]"
5e000G758410,G7584,上海虹桥,常州,19:17,0,0,66,361,299,2016-12-18,18:47,18:47,"[上海虹桥, 常州]"
5e000G758410,G7584,上海虹桥,丹阳,19:17,0,0,66,360,298,2016-12-18,18:47,18:47,"[上海虹桥, 丹阳]"
5e000G758410,G7584,上海虹桥,镇江,19:17,0,0,65,328,298,2016-12-18,18:47,18:47,"[上海虹桥, 镇江]"
5e000G758410,G7584,上海虹桥,南京,19:17,0,0,66,361,298,2016-12-18,18:47,18:47,"[上海虹桥, 南京]"
55000G705880,G7058,无锡,丹阳,19:17,0,0,42,238,146,2016-12-18,18:47,18:47,"[无锡, 丹阳]"
55000G705880,G7058,无锡,镇江,19:17,0,0,42,236,146,2016-12-18,18:47,18:47,"[无锡, 镇江]"
55000G705880,G7058,无锡,南京,19:17,0,0,42,232,146,2016-12-18,18:47,18:47,"[无锡, 南京]"
5l000G712000,G7120,常州,丹阳,19:17,0,0,37,178,168,2016-12-18,18:47,18:47,"[常州, 丹阳]"
5l000G712000,G7120,常州,镇江,19:17,0,0,37,176,168,2016-12-18,18:47,18:47,"[常州, 镇江]"
5l000G712000,G7120,常州,南京,19:17,0,0,38,177,168,2016-12-18,18:47,18:47,"[常州, 南京]"
55000G720470,G7204,昆山南,苏州,19:19,0,0,45,385,168,2016-12-18,18:49,18:49,"[昆山南, 苏州]"
55000G720470,G7204,昆山南,无锡,19:19,0,0,45,386,168,2016-12-18,18:49,18:49,"[昆山南, 无锡]"
5l0000G29870,G298,镇江南,南京南,19:22,27,0,161,171,0,2016-12-18,18:52,18:52,"[镇江南, 南京南]"
55000G706070,G7060,苏州,无锡,19:23,2,0,18,150,117,2016-12-18,18:53,18:53,"[苏州, 无锡]"
55000G706070,G7060,苏州,常州,19:23,2,0,16,175,115,2016-12-18,18:53,18:53,"[苏州, 常州]"
55000G706070,G7060,苏州,南京南,19:23,2,0,15,168,115,2016-12-18,18:53,18:53,"[苏州, 南京南]"
5l000G182600,G1826,常州北,镇江南,19:23,13,0,32,795,0,2016-12-18,18:53,18:53,"[常州北, 镇江南]"
5l000G182600,G1826,常州北,南京南,19:23,13,0,32,785,0,2016-12-18,18:53,18:53,"[常州北, 南京南]"
5l000G712270,G7122,昆山南,苏州,19:24,8,0,7,37,147,2016-12-18,18:54,18:54,"[昆山南, 苏州]"
5l000G712270,G7122,昆山南,无锡,19:24,8,0,5,22,147,2016-12-18,18:54,18:54,"[昆山南, 无锡]"
5l000G712270,G7122,昆山南,常州,19:24,8,0,5,22,147,2016-12-18,18:54,18:54,"[昆山南, 常州]"
5l000G712270,G7122,昆山南,丹阳,19:24,8,0,6,35,147,2016-12-18,18:54,18:54,"[昆山南, 丹阳]"
5l000G712270,G7122,昆山南,镇江,19:24,8,0,6,69,147,2016-12-18,18:54,18:54,"[昆山南, 镇江]"
5l000G712270,G7122,昆山南,南京南,19:24,8,0,4,32,147,2016-12-18,18:54,18:54,"[昆山南, 南京南]"
5e000G752050,G7520,无锡,常州,19:25,25,0,99,482,249,2016-12-18,18:55,18:55,"[无锡, 常州]"
5e000G752050,G7520,无锡,丹阳,19:25,25,0,94,526,249,2016-12-18,18:55,18:55,"[无锡, 丹阳]"
5e000G752050,G7520,无锡,镇江,19:25,25,0,94,516,249,2016-12-18,18:55,18:55,"[无锡, 镇江]"
5e000G752050,G7520,无锡,南京南,19:25,25,0,93,453,249,2016-12-18,18:55,18:55,"[无锡, 南京南]"
55000G702471,G7024,镇江,南京,19:25,0,22,33,272,282,2016-12-18,18:55,18:55,"[镇江, 南京]"
55000G702662,G7026,苏州,无锡,19:28,0,20,13,110,286,2016-12-18,18:58,18:58,"[苏州, 无锡]"
55000G702662,G7026,苏州,常州,19:28,0,20,11,109,286,2016-12-18,18:58,18:58,"[苏州, 常州]"
55000G702662,G7026,苏州,南京,19:28,0,20,10,110,286,2016-12-18,18:58,18:58,"[苏州, 南京]"
5l000G712480,G7124,上海虹桥,昆山南,19:29,0,0,36,241,168,2016-12-18,18:59,18:59,"[上海虹桥, 昆山南]"
5l000G712480,G7124,上海虹桥,苏州,19:29,0,0,37,261,168,2016-12-18,18:59,18:59,"[上海虹桥, 苏州]"
5l000G712480,G7124,上海虹桥,无锡,19:29,0,0,35,239,168,2016-12-18,18:59,18:59,"[上海虹桥, 无锡]"
5l000G712480,G7124,上海虹桥,常州,19:29,0,0,34,256,168,2016-12-18,18:59,18:59,"[上海虹桥, 常州]"
5l000G712480,G7124,上海虹桥,丹阳,19:29,0,0,35,261,168,2016-12-18,18:59,18:59,"[上海虹桥, 丹阳]"
5l000G712480,G7124,上海虹桥,镇江,19:29,0,0,33,217,168,2016-12-18,18:59,18:59,"[上海虹桥, 镇江]"
5l000G712480,G7124,上海虹桥,南京,19:29,0,0,34,238,168,2016-12-18,18:59,18:59,"[上海虹桥, 南京]"
6i000D312604,D3126,昆山南,苏州,19:29,0,0,3,0,69,2016-12-18,18:59,18:59,"[昆山南, 苏州]"
6i000D312604,D3126,昆山南,无锡,19:29,0,0,1,0,69,2016-12-18,18:59,18:59,"[昆山南, 无锡]"
6i000D312604,D3126,昆山南,常州,19:29,0,0,0,0,66,2016-12-18,18:59,18:59,"[昆山南, 常州]"
6i000D312604,D3126,昆山南,丹阳,19:29,0,0,1,0,73,2016-12-18,18:59,18:59,"[昆山南, 丹阳]"
6i000D312604,D3126,昆山南,镇江,19:29,0,0,1,0,69,2016-12-18,18:59,18:59,"[昆山南, 镇江]"
6i000D312604,D3126,昆山南,南京,19:29,0,0,1,0,73,2016-12-18,18:59,18:59,"[昆山南, 南京]"
78000G132202,G1322,常州北,南京南,19:29,9,0,18,274,0,2016-12-18,18:59,18:59,"[常州北, 南京南]"
5l000G715680,G7156,无锡,常州,19:30,18,0,51,102,294,2016-12-18,19:00,19:00,"[无锡, 常州]"
5l000G715680,G7156,无锡,丹阳,19:30,18,0,49,97,294,2016-12-18,19:00,19:00,"[无锡, 丹阳]"
5l000G715680,G7156,无锡,镇江,19:30,18,0,51,102,294,2016-12-18,19:00,19:00,"[无锡, 镇江]"
5l000G715680,G7156,无锡,南京南,19:30,18,0,52,117,294,2016-12-18,19:00,19:00,"[无锡, 南京南]"
55000G706280,G7062,上海,昆山南,19:32,0,0,36,35,168,2016-12-18,19:02,19:02,"[上海, 昆山南]"
55000G706280,G7062,上海,苏州,19:32,0,0,34,69,168,2016-12-18,19:02,19:02,"[上海, 苏州]"
55000G706280,G7062,上海,无锡新区,19:32,0,0,31,6,168,2016-12-18,19:02,19:02,"[上海, 无锡新区]"
55000G706280,G7062,上海,常州,19:32,0,0,31,6,168,2016-12-18,19:02,19:02,"[上海, 常州]"
55000G706280,G7062,上海,镇江,19:32,0,0,34,59,168,2016-12-18,19:02,19:02,"[上海, 镇江]"
55000G706280,G7062,上海,南京,19:32,0,0,34,57,168,2016-12-18,19:02,19:02,"[上海, 南京]"
55000G720470,G7204,苏州,无锡,19:33,0,0,46,463,168,2016-12-18,19:03,19:03,"[苏州, 无锡]"
57000D313702,D3136,常州,丹阳,19:33,0,0,38,7,108,2016-12-18,19:03,19:03,"[常州, 丹阳]"
57000D313702,D3136,常州,镇江,19:33,0,0,38,6,109,2016-12-18,19:03,19:03,"[常州, 镇江]"
57000D313702,D3136,常州,南京,19:33,0,0,37,3,108,2016-12-18,19:03,19:03,"[常州, 南京]"
5l000G712000,G7120,丹阳,镇江,19:34,0,0,36,232,168,2016-12-18,19:04,19:04,"[丹阳, 镇江]"
5l000G712000,G7120,丹阳,南京,19:34,0,0,36,232,168,2016-12-18,19:04,19:04,"[丹阳, 南京]"
55000G7064B0,G7064,上海,昆山南,19:37,22,0,97,511,264,2016-12-18,19:07,19:07,"[上海, 昆山南]"
55000G7064B0,G7064,上海,苏州,19:37,22,0,97,474,264,2016-12-18,19:07,19:07,"[上海, 苏州]"
55000G7064B0,G7064,上海,无锡,19:37,22,0,97,472,264,2016-12-18,19:07,19:07,"[上海, 无锡]"
55000G7064B0,G7064,上海,常州,19:37,22,0,97,480,264,2016-12-18,19:07,19:07,"[上海, 常州]"
55000G7064B0,G7064,上海,镇江,19:37,22,0,96,470,264,2016-12-18,19:07,19:07,"[上海, 镇江]"
55000G7064B0,G7064,上海,南京南,19:37,22,0,96,468,264,2016-12-18,19:07,19:07,"[上海, 南京南]"
55000G726042,G7260,昆山南,苏州,19:37,0,0,4,24,81,2016-12-18,19:07,19:07,"[昆山南, 苏州]"
55000G726042,G7260,昆山南,无锡,19:37,0,0,2,9,78,2016-12-18,19:07,19:07,"[昆山南, 无锡]"
55000G726042,G7260,昆山南,常州,19:37,0,0,2,4,76,2016-12-18,19:07,19:07,"[昆山南, 常州]"
55000G726042,G7260,昆山南,丹阳,19:37,0,0,0,5,77,2016-12-18,19:07,19:07,"[昆山南, 丹阳]"
55000G726042,G7260,昆山南,南京南,19:37,0,0,0,3,77,2016-12-18,19:07,19:07,"[昆山南, 南京南]"
5e000G759050,G7590,苏州北,无锡东,19:37,3,0,5,8,95,2016-12-18,19:07,19:07,"[苏州北, 无锡东]"
5e000G759050,G7590,苏州北,常州北,19:37,3,0,5,8,95,2016-12-18,19:07,19:07,"[苏州北, 常州北]"
5e000G759050,G7590,苏州北,南京南,19:37,3,0,3,8,95,2016-12-18,19:07,19:07,"[苏州北, 南京南]"
5l000G712270,G7122,苏州,无锡,19:38,8,0,16,248,147,2016-12-18,19:08,19:08,"[苏州, 无锡]"
5l000G712270,G7122,苏州,常州,19:38,8,0,16,241,147,2016-12-18,19:08,19:08,"[苏州, 常州]"
5l000G712270,G7122,苏州,丹阳,19:38,8,0,15,244,147,2016-12-18,19:08,19:08,"[苏州, 丹阳]"
5l000G712270,G7122,苏州,镇江,19:38,8,0,9,61,147,2016-12-18,19:08,19:08,"[苏州, 镇江]"
5l000G712270,G7122,苏州,南京南,19:38,8,0,14,237,147,2016-12-18,19:08,19:08,"[苏州, 南京南]"
55000G706070,G7060,无锡,常州,19:40,4,0,20,176,137,2016-12-18,19:10,19:10,"[无锡, 常州]"
55000G706070,G7060,无锡,南京南,19:40,4,0,21,192,137,2016-12-18,19:10,19:10,"[无锡, 南京南]"
5e000G752050,G7520,常州,丹阳,19:41,25,0,109,664,255,2016-12-18,19:11,19:11,"[常州, 丹阳]"
5e000G752050,G7520,常州,镇江,19:41,25,0,109,651,255,2016-12-18,19:11,19:11,"[常州, 镇江]"
5e000G752050,G7520,常州,南京南,19:41,25,0,109,644,255,2016-12-18,19:11,19:11,"[常州, 南京南]"
5e000G758410,G7584,昆山南,苏州,19:42,0,0,66,423,311,2016-12-18,19:12,19:12,"[昆山南, 苏州]"
5e000G758410,G7584,昆山南,无锡,19:42,0,0,66,415,311,2016-12-18,19:12,19:12,"[昆山南, 无锡]"
5e000G758410,G7584,昆山南,常州,19:42,0,0,66,414,311,2016-12-18,19:12,19:12,"[昆山南, 常州]"
5e000G758410,G7584,昆山南,丹阳,19:42,0,0,66,412,310,2016-12-18,19:12,19:12,"[昆山南, 丹阳]"
5e000G758410,G7584,昆山南,镇江,19:42,0,0,66,413,310,2016-12-18,19:12,19:12,"[昆山南, 镇江]"
5e000G758410,G7584,昆山南,南京,19:42,0,0,66,411,310,2016-12-18,19:12,19:12,"[昆山南, 南京]"
6i000D312604,D3126,苏州,无锡,19:44,0,0,14,1,74,2016-12-18,19:14,19:14,"[苏州, 无锡]"
6i000D312604,D3126,苏州,常州,19:44,0,0,14,0,71,2016-12-18,19:14,19:14,"[苏州, 常州]"
6i000D312604,D3126,苏州,丹阳,19:44,0,0,9,0,73,2016-12-18,19:14,19:14,"[苏州, 丹阳]"
6i000D312604,D3126,苏州,镇江,19:44,0,0,12,3,74,2016-12-18,19:14,19:14,"[苏州, 镇江]"
6i000D312604,D3126,苏州,南京,19:44,0,0,15,0,67,2016-12-18,19:14,19:14,"[苏州, 南京]"
55000G702662,G7026,无锡,常州,19:45,0,20,20,198,290,2016-12-18,19:15,19:15,"[无锡, 常州]"
55000G702662,G7026,无锡,南京,19:45,0,20,17,188,290,2016-12-18,19:15,19:15,"[无锡, 南京]"
5j000G760000,G7600,常州北,镇江南,19:45,10,0,25,331,126,2016-12-18,19:15,19:15,"[常州北, 镇江南]"
5j000G760000,G7600,常州北,南京南,19:45,10,0,18,322,126,2016-12-18,19:15,19:15,"[常州北, 南京南]"
